strategy,interval_sec,security,trades,pnl,volume,position,avg_pnl_per_trade,sharpe_ratio,max_drawdown,max_drawdown_pct,calmar_ratio,win_rate,profit_factor,trading_days,trades_per_day
v1,10,PARKIN,4920,9097.590000000017,24034886.88,0,1.8491036585365888,2.423096169181537,-6220.2699999999795,-398735.25641101546,4.227692145755629,31.28048780487805,1.2243679974763553,136,36.1764705882353
v1,10,MULTIPLY,6534,175183.7500000001,145863874.28,0,26.811103458830743,6.244226568412694,-9292.390000000043,-6.887155593674288,4748109.175390472,27.288031833486382,1.7166308126658991,135,48.4
v1,10,MODON,2554,26588.080000000165,22538607.29,0,10.410368050117528,4.814973189635612,-2361.8999999999933,-27.126387673394387,184327.7641041708,30.031323414252153,1.6742792184617832,134,19.059701492537314
v1,30,EMAAR,10147,377527.7000000009,403692432.45,0,37.2058440918499,6.021683571173435,-37158.64999999991,-12.999007197989348,5381461.906540372,27.66334877303637,1.7727012543619636,136,74.61029411764706
v1,30,ALDAR,12214,-7168.63000000038,86962940.25,0,-0.5869191092189602,-1.7225809131434109,-9310.670000000278,-2476.5054793067125,-536.362621317583,24.881283772719833,0.9103155486013111,136,89.80882352941177
v1,30,ADNOCDRI,7914,21440.579999999885,58555912.6,0,2.7091963608794396,4.530425833853853,-3884.170000000018,-115.51778491553885,34391.35675814671,27.723022491786708,1.3832260282174622,136,58.19117647058823
v1,30,ADNOCGAS,6438,130118.46000000008,180512364.7,0,20.211006523765157,6.137519257982743,-14500.28000000011,-50.82325066244229,474392.8206290678,27.29108418763591,1.7886668732187083,136,47.338235294117645
v1,30,ADNOCLS,5614,14112.74999999986,37596589.4,0,2.5138493053081334,3.9489535727526204,-2066.770000000066,-19.62396041728644,133255.95360047673,28.161738510865693,1.3406847078566324,136,41.279411764705884
v1,30,EAND,7032,19611.20000000009,61739978.82,0,2.7888509670079764,5.080654372939252,-4259.939999999988,-19.61813183017636,186600.71025225826,31.27133105802048,1.3906341041260568,135,52.08888888888889
v1,30,ADCB,12788,-22419.900000000347,129496221.18,0,-1.7531983109165112,-1.9998106844402035,-29191.600000000286,-546.2970240702033,-7660.7556248782275,27.299030340944636,0.8712850433828371,135,94.72592592592592
v1,30,ADIB,11653,-27004.779999999973,105564677.86,0,-2.3174101089848085,-4.160057442091862,-29542.440000000006,-1164.1606834642764,-4298.22700029921,25.71869904745559,0.7739633405633598,136,85.68382352941177
v1,30,EMIRATES,11878,54678.49999999976,132625970.25,0,4.603342313520774,3.4837364580778702,-9617.100000000082,-88.06626191588339,115045.24197293521,29.255766964135375,1.302903083225843,136,87.33823529411765
v1,30,TALABAT,4359,115860.74900000128,71153924.827,0,26.579662537279486,5.317190186021917,-12664.989999999969,-36.40331513309819,594103.5791454556,26.657490250057354,2.010157963183172,135,32.28888888888889
v1,30,SPINNEYS,569,7606.58,2625968.1,0,13.368330404217925,4.727892961013106,-1510.4399999999978,-23.93625619229633,76268.3681747836,25.65905096660808,2.1959323810607576,105,5.419047619047619
v1,30,FAB,8285,7445.260000000038,81369078.56,0,0.8986433313216703,1.2127420858884228,-7361.999999999881,-105.1762366279561,13116.678506314352,27.942063971031985,1.092823235217234,136,60.919117647058826
v1,30,SALIK,15571,47477.34000000011,153468402.2,0,3.0490874060754036,3.5988762348709136,-8244.209999999865,-21.801191630607423,403522.5217312727,29.946695780617816,1.2535531055877425,136,114.49264705882354
v1,30,PARKIN,6045,7416.160000000157,27285279.96,0,1.2268254755996952,1.8609928605640367,-6518.889999999916,-3622.813159942032,379.3104316622906,32.17535153019024,1.171705121796051,136,44.4485294117647
v1,30,MULTIPLY,9024,186656.95999999953,180233477.87,0,20.68450354609924,7.960667558530044,-7419.129999999859,-8.56412034669583,4038527.6369015854,27.482269503546096,1.7445316376416122,136,66.3529411764706
v1,30,MODON,3405,34575.270000000004,29438606.53,0,10.154264317180617,6.531782198851282,-1514.49,-58.0299941758884,111219.21502245587,29.33920704845815,1.8063674987436802,135,25.22222222222222
v1,60,EMAAR,12606,353454.1500000014,463778965.05,0,28.038564969062463,5.606069911484807,-25152.94999999908,-6.98589916516467,9375024.360432148,27.66936379501825,1.6716127450175335,136,92.69117647058823
v1,60,ALDAR,12172,-17127.179999999997,84978825.49,0,-1.4070966151823856,-4.374144841780281,-17302.360000000026,23518.227538403793,-134.94068380366372,24.646730200460073,0.7934076791888248,136,89.5
v1,60,ADNOCDRI,8195,13239.859999999873,57128436.38,0,1.6156021964612415,2.944992885856681,-4542.820000000032,-87.08676240263988,28170.39132914423,27.492373398413665,1.2280374927532955,136,60.25735294117647
v1,60,ADNOCGAS,6935,105273.13000000108,187516562.91,0,15.179975486662016,4.619201541727802,-18234.09000000012,-73.71422195576481,264623.17878088646,26.33020908435472,1.620851221660352,136,50.99264705882353
v1,60,ADNOCLS,5798,8742.579999999965,37168133.45,0,1.5078613314936125,2.1535444648216164,-3911.4999999999764,-44.971969407793225,36021.296562967495,27.371507416350465,1.2033022797654847,136,42.63235294117647
v1,60,EAND,7899,14937.50000000025,65488079.28,0,1.8910621597670907,3.948778764448071,-3641.3199999997832,-22.439884143709758,124257.9202047702,31.21914166350171,1.2767888997327803,135,58.51111111111111
v1,60,ADCB,13393,-14788.360000000455,130576944.16,0,-1.104185768685168,-1.4781019876557746,-21370.56000000035,-383.63533876429716,-7195.619349245591,28.104233554842082,0.9112464572852083,135,99.2074074074074
v1,60,ADIB,12546,-44699.31999999978,106718314.24,0,-3.5628343695201483,-7.16034864233159,-46477.19999999978,-2614.1921839494144,-3168.290804966984,25.019926669854936,0.6531311544912171,136,92.25
v1,60,EMIRATES,12853,40289.400000000234,137778772.95,0,3.1346300474597553,2.6891541827997214,-14749.899999999983,-75.15949207125561,99327.2921063892,29.3550143935268,1.2215365384464145,136,94.50735294117646
v1,60,TALABAT,5515,98205.16099999927,80737705.385,0,17.806919492293613,4.310213906863543,-19469.49999999989,-65.37421402865252,278348.8708240044,26.745240253853126,1.6805948398581327,136,40.5514705882353
v1,60,SPINNEYS,596,6378.609999999985,2698546.37,0,10.702365771812056,4.382841951109825,-1322.920000000002,-21.220807594396636,71459.30980267463,25.838926174496645,1.9426540502828773,106,5.622641509433962
v1,60,FAB,8836,-1001.0999999998432,82786160.26,0,-0.1132978723404078,-0.16641569703644596,-9693.459999999664,-217.515774923475,-852.8022449944352,27.750113173381617,0.9879555742057788,136,64.97058823529412
v1,60,SALIK,18533,28632.65999999938,168552676.51,0,1.5449554848108444,2.215034020075411,-12791.050000000221,-158.05215169290676,33567.80286608537,29.43398262558679,1.1429236603019208,136,136.27205882352942
v1,60,PARKIN,6715,5373.420000000161,28937347.71,0,0.8002114668652511,1.520131103006153,-4292.239999999947,-339.9067130197677,2929.224635787592,30.94564408041698,1.1208870588410915,136,49.375
v1,60,MULTIPLY,10187,114316.81999999989,185778952.66,0,11.22183370962991,5.0787018479078725,-18738.27999999981,-20.59431142578117,1028547.8283872314,25.827034455678806,1.4089629067267446,136,74.90441176470588
v1,60,MODON,3853,26320.07000000004,32468968.31,0,6.831058915131077,5.473404602704113,-1770.9999999999964,-32675.276752756054,150.360768801107,29.535426940046715,1.5733065277078944,135,28.54074074074074
v1,120,EMAAR,14753,401286.19999999984,503392228.45,0,27.200311800989617,6.288870773875991,-23740.999999999767,-11.651844400933108,6381476.596699698,28.21121127906189,1.745603476109776,136,108.4779411764706
v1,120,ALDAR,11335,-16822.20999999983,77650544.61,0,-1.4840943978826495,-4.071260732932924,-17669.139999999858,29482.96345736705,-105.72399085088018,24.15527128363476,0.7794907066788952,136,83.34558823529412
v1,120,ADNOCDRI,8034,8709.929999999797,54651795.18,0,1.0841336818521032,2.0496936789769795,-4174.769999999908,-51.49472442945663,31341.051185321186,26.21359223300971,1.1503849837128923,136,59.0735294117647
v1,120,ADNOCGAS,7343,101813.82999999984,189905644.59,0,13.865426937219098,4.567688497662414,-19642.679999999968,-81.65448321302347,231040.6367388373,28.55781015933542,1.6070217644789444,136,53.99264705882353
v1,120,ADNOCLS,5802,8597.090000000033,35658507.83,0,1.4817459496725325,2.511332952030701,-3417.459999999972,-399.0122361292688,3992.334223470469,27.163047225094793,1.2165273846949065,136,42.661764705882355
v1,120,EAND,8426,15615.560000000278,66393058.9,0,1.853258960360821,3.9665659124120403,-3829.8199999998633,-22.28948829543063,130774.85201537563,30.061713743175883,1.3034639819484561,135,62.41481481481482
v1,120,ADCB,13334,-25876.84,124257839.52,0,-1.940665966701665,-2.546731082886579,-32188.359999999866,-509.9937891347972,-9471.377043358378,26.263686815659216,0.8389952686157158,135,98.77037037037037
v1,120,ADIB,12466,-55160.45999999973,100988636.4,0,-4.424872453072335,-8.198750641127784,-55901.7599999998,-7541.044111694845,-1355.3705048422908,24.241938071554628,0.573220505697149,136,91.66176470588235
v1,120,EMIRATES,13053,13678.000000000377,135624828.65,0,1.0478817130161937,0.8928839160150385,-24281.699999999768,-172.5710793110427,14686.429216847142,28.231057994330804,1.070688181043439,136,95.9779411764706
v1,120,TALABAT,6577,138638.22800000053,89697363.809,0,21.079250114033833,5.53533685538247,-14581.960000000156,-41.09460408501015,625114.8709516895,27.65698646799453,1.9829886836831048,136,48.36029411764706
v1,120,SPINNEYS,671,7563.109999999996,2916929.16,0,11.271400894187774,5.315943048540553,-1025.9700000000012,-17.239165976351767,105292.0078900551,27.719821162444113,2.1944162145293777,105,6.390476190476191
v1,120,FAB,8938,3254.739999999867,81320308.62,0,0.36414634146339975,0.5294117885934939,-7382.360000000113,-124.23196015078442,4854.501013576367,27.869769523383308,1.0407828053862433,136,65.72058823529412
v1,120,SALIK,21166,31429.479999999567,173765015.29,0,1.4849040914674274,2.310400035163875,-10161.00999999998,-305.3894681161172,19069.740029448098,30.40253236322404,1.1638915820792595,136,155.63235294117646
v1,120,PARKIN,7496,2358.7200000002304,30060648.16,0,0.3146638207044064,0.6387797888875133,-5025.759999999933,-337.0188567903073,1296.8323058802905,30.189434364994668,1.054256392874693,136,55.11764705882353
v1,120,MULTIPLY,10422,119358.25000000025,180840629.3,0,11.452528305507604,5.2346191169710234,-21505.900000000038,-22.764152083788076,971544.2743592313,27.000575705238916,1.443982047067398,136,76.63235294117646
v1,120,MODON,4051,21945.999999999975,32790570.41,0,5.417427795606017,4.484708631023615,-2733.649999999997,-26.304723524475804,154590.66513657206,27.894347074796343,1.475367752204453,136,29.78676470588235
v1,300,EMAAR,13480,291860.0499999992,458071262.2,0,21.651339020771452,5.15279289405357,-23259.599999999773,-9.753229817050354,5544824.78682449,27.551928783382788,1.5572278943656124,136,99.11764705882354
v1,300,ALDAR,8782,-12293.08999999998,59429102.31,0,-1.3998052835345,-3.3281395119538892,-13388.0,-4107.1264226768835,-554.6060749747438,23.32042814848554,0.8070227191059488,136,64.57352941176471
v1,300,ADNOCDRI,6911,3278.6700000000583,45678757.2,0,0.4744132542323916,0.9517412338240349,-5640.989999999938,-174.6690694930818,3478.1101569328234,22.977861380408047,1.0632953315015121,136,50.81617647058823
v1,300,ADNOCGAS,7095,44957.50000000022,171216698.2,0,6.336504580690658,2.0118918365976,-12030.389999999785,-74.82195377857579,111335.77611151546,24.59478505990134,1.2338869375811645,136,52.169117647058826
v1,300,ADNOCLS,5333,1628.2999999998724,31161737.49,0,0.3053253328332782,0.46060102660221847,-5076.789999999973,-204.26532656847147,1477.0711056707135,24.132758297393586,1.043501839344914,136,39.213235294117645
v1,300,EAND,7917,8119.640000000073,58938426.82,0,1.0255955538714252,2.325105166605499,-4924.760000000031,-41.4716631578944,36547.03037982272,28.93772893772894,1.1816932886604377,135,58.644444444444446
v1,300,ADCB,10993,-51443.159999999996,99089956.4,0,-4.679628854725734,-5.1597709309624,-51890.23999999999,-11606.47758790395,-827.3589577261403,25.088692804511965,0.6647345325906828,135,81.42962962962963
v1,300,ADIB,10210,-46109.81999999929,80857939.92,0,-4.5161429970616345,-7.6637992402620565,-46209.61999999931,-46302.22444888648,-184.52414572859806,22.595494613124387,0.5661909395418903,136,75.07352941176471
v1,300,EMIRATES,11833,18227.199999999913,119695831.75,0,1.5403701512718595,1.2186375639725562,-17756.90000000005,-73.43509619361068,45991.53696581275,28.107834023493623,1.105778905108878,136,87.00735294117646
v1,300,TALABAT,7156,66142.35999999974,92000268.038,0,9.242923420905496,2.7671684134007295,-27866.609999999935,-114.67674671833007,106872.49670063308,23.518725544997203,1.39123935667204,136,52.61764705882353
v1,300,SPINNEYS,779,6448.6699999999855,3208882.15,0,8.278138639281112,4.097965380309575,-1342.4900000000007,-21.76723718601443,67258.07073573019,27.856225930680363,1.7917545018921297,111,7.018018018018018
v1,300,FAB,7694,-3603.9800000001833,67374553.42,0,-0.4684143488432783,-0.6093698625151003,-8184.20000000018,-284.8084967183874,-2344.7204062102937,26.449181180140368,0.9510956642560741,136,56.5735294117647
v1,300,SALIK,19719,30624.91999999948,149890714.05,0,1.5530665855266232,2.183941500085674,-9714.450000000174,-41.9246737329108,135352.69387098687,30.290582686748824,1.179886715920728,136,144.99264705882354
v1,300,PARKIN,7394,-2242.509999999813,27768658.37,0,-0.3032878009196393,-0.5753909167632315,-7189.720000000022,-65420.5641491661,-6.351579463870552,30.28130916959697,0.9469651253640725,136,54.36764705882353
v1,300,MULTIPLY,9028,62885.12999999978,150637970.95,0,6.965566016836484,2.7089909429980144,-23536.219999999958,-38.56338321708898,302158.2575075258,27.137793531236156,1.2521241011723752,136,66.38235294117646
v1,300,MODON,3947,19053.83000000009,30682691.09,0,4.827420825943777,4.326432894155356,-3323.759999999992,-48.79816303639233,72350.31808500826,27.286546744362806,1.4450315607992255,136,29.022058823529413
v1,600,EMAAR,11016,210275.25000000215,384815101.4,0,19.08816721132917,3.7197999113480553,-17817.699999999488,-8.202088350011703,4750347.13710557,27.13326071169209,1.4220884595140124,136,81.0
v1,600,ALDAR,6472,-17329.809999999812,43868172.85,0,-2.67765914709515,-5.36994502666555,-18053.98999999984,-19731.136612022,-162.74337946576466,23.53213844252163,0.6911725876926479,136,47.588235294117645
v1,600,ADNOCDRI,5448,-8780.290000000105,36688528.57,0,-1.6116538179148503,-2.2153390285076417,-12270.900000000085,-523.8109467177928,-3105.9604585007705,23.366372980910427,0.829720450312645,136,40.05882352941177
v1,600,ADNOCGAS,5887,39484.12000000136,149038448.02,0,6.707001868524098,1.748007968645643,-13515.100000000184,-34.30063017265584,213295.6490782855,26.4141328350603,1.2273761028755605,136,43.286764705882355
v1,600,ADNOCLS,4412,3626.119999999826,25350352.54,0,0.8218766999092988,1.1216625370360644,-2372.440000000014,-274.04241556162657,2451.805515235009,23.322756119673617,1.1162514908914518,136,32.44117647058823
v1,600,EAND,6542,4822.880000000148,47711696.44,0,0.737217976154104,1.3294603029618084,-4697.260000000009,-56.23588793192086,16008.832907968512,27.269948028125956,1.1188572566568324,135,48.45925925925926
v1,600,ADCB,8482,-46945.25999999963,76026350.36,0,-5.5346922895543065,-5.0210175985511,-47269.79999999959,-14565.169162507937,-601.6487074216052,24.086300400848856,0.6450153651400578,135,62.82962962962963
v1,600,ADIB,7814,-34439.22000000004,61348167.88,0,-4.4073739442027176,-5.5750725258310885,-34619.720000000016,-19179.900277010718,-332.7120991344132,22.57486562579985,0.6036475477759475,136,57.455882352941174
v1,600,EMIRATES,9406,-6034.449999999793,96581136.6,0,-0.6415532638741009,-0.4341033814704933,-14727.299999999957,-526.134719468412,-2125.212510904037,27.51435254093132,0.9604894398993785,136,69.16176470588235
v1,600,TALABAT,6667,89862.95999999967,83988221.02,0,13.478770061496876,3.7094545801433516,-29368.229999999654,-97.14003429378798,171413.13572109517,24.14879256037198,1.6234693938521259,136,49.02205882352941
v1,600,SPINNEYS,879,4402.2399999999925,3487345.96,0,5.008236632536965,2.551926550443159,-1857.3900000000203,-51.77133969584873,18314.665504141813,24.2320819112628,1.477233060000786,117,7.512820512820513
v1,600,FAB,6175,-9961.859999999753,53699388.04,0,-1.6132566801619033,-1.8053868408992417,-10663.859999999753,21674.51219512233,-85.16334956958715,25.263157894736842,0.8487888722184725,136,45.404411764705884
v1,600,SALIK,15289,13475.750000000193,116886305.8,0,0.8814016613251483,0.9538581949661846,-13188.41999999998,-67.70691458203693,36879.20534108722,29.969258944339067,1.086850822533752,136,112.41911764705883
v1,600,PARKIN,6247,-1323.6399999998391,23083868.44,0,-0.2118841043700719,-0.4001795308048266,-3701.2399999999884,-14268.465690031553,-17.189143612944378,28.125500240115255,0.9610653251240502,136,45.93382352941177
v1,600,MULTIPLY,6963,17923.63000000022,116099009.79,0,2.5741246589114204,0.8218966395524221,-33639.28999999985,-68.14832987486047,48734.03665182921,25.606778687347408,1.0799761298782844,136,51.1985294117647
v1,600,MODON,3425,12870.13000000008,25851776.66,0,3.757702189781045,2.8880254108337287,-3932.0099999999843,-50.26011974455816,47448.34263175757,26.8029197080292,1.3329089273806052,136,25.183823529411764
v2,10,EMAAR,23411,594177.5999999985,828205160.4,0,25.380274230062724,9.268859470144337,-15137.450000000332,-31.829985785539037,3458927.5301425494,23.702532997308957,2.009798783881375,136,172.13970588235293
v2,10,ALDAR,21807,-26429.579999999878,156617614.69,0,-1.211976888155174,-6.434214586068286,-25783.199999999906,2475.274329656404,-1978.4658400114035,21.309671206493327,0.7590117386558569,136,160.34558823529412
v2,10,ADNOCDRI,14481,9888.689999999633,98423287.23,0,0.6828734203438735,1.8460816225421528,-6120.780000000107,-50.97599936038384,35944.68203127006,21.428078171397004,1.1278863758576543,136,106.4779411764706
v2,10,ADNOCGAS,16987,308332.99000000214,421024767.99,0,18.15111497027151,13.014369590739959,-14972.679999999906,-10.216100421643922,5592377.42049683,22.54665332312945,2.8823060601400927,136,124.90441176470588
v2,10,ADNOCLS,9923,1446.1400000001415,63886937.63,0,0.14573616849744447,0.43188903401315853,-5992.299999999972,-332.98140131916745,804.7333401582366,21.3040411165978,1.0254508442090189,136,72.96323529411765
v2,10,EAND,15804,1037.860000000133,123030955.02,0,0.06567071627436934,0.24252343344349858,-5987.079999999751,-914.4209915386533,211.8650692179601,25.430270817514554,1.0132968060758822,135,117.06666666666666
v2,10,ADCB,24956,-63422.61999999912,241995366.02,0,-2.5413776246192947,-5.118601234308617,-71413.69999999939,-980.0904145233661,-12079.384607004826,23.076614842122133,0.7413180460278687,135,184.85925925925926
v2,10,ADIB,21780,-43716.0400000006,188138336.82,0,-2.00716437098258,-6.511254795222546,-44455.14000000052,9342.455447207902,-867.0445478275759,23.21854912764004,0.7101906956442116,136,160.14705882352942
v2,10,EMIRATES,21201,-38205.19999999998,235528058.8,0,-1.802047073251261,-2.3010614355594123,-46759.14999999989,-546.6381028647638,-12950.430616580665,22.239517003914912,0.8634984663478965,136,155.88970588235293
v2,10,TALABAT,12522,303214.73899999814,172646602.665,0,24.21456149177433,9.861955351934347,-9805.110000000008,-19.2495715766824,2918709.504612829,22.52036415908002,2.795367682776434,136,92.07352941176471
v2,10,SPINNEYS,1585,13055.690000000037,6326760.76,0,8.237028391167216,5.431009064326146,-858.4199999999887,-17.997245127082238,138490.63517728494,23.470031545741325,2.3649386642548293,132,12.007575757575758
v2,10,FAB,17328,-20417.8999999999,156872351.06,0,-1.1783183287165224,-3.4779485068766562,-20751.4599999999,-6221.207578846343,-608.1322181838276,23.528393351800553,0.8361319967889834,136,127.41176470588235
v2,10,SALIK,31201,-6574.849999998536,279069694.78,0,-0.21072561776861434,-0.46803460848399897,-17281.069999999876,-426.8975756288045,-2853.801705519198,27.226691452197045,0.9760272940731751,136,229.4191176470588
v2,10,PARKIN,11352,8646.899999999998,48623805.88,0,0.7617071881606763,2.3095326289162763,-5020.07000000012,-420.4730674841563,3810.5168434901507,28.10958421423538,1.158922463384803,136,83.47058823529412
v2,10,MULTIPLY,17755,198639.19000000015,318648208.26,0,11.187788791889616,7.784438300775575,-13199.320000000065,-10.864746690197205,3387715.74622956,22.91185581526331,1.6207059036627904,136,130.5514705882353
v2,10,MODON,6960,2658.180000000069,55308392.39,0,0.38192241379311337,0.56546452473158,-4431.159999999988,-262.35871566695033,1877.3728038535219,22.227011494252874,1.038730530687547,136,51.1764705882353
v2,30,EMAAR,22408,555789.3000000019,778186233.6,0,24.803164048554173,8.702736380171608,-13822.450000000157,-26.00962298376514,3959476.383239327,23.995894323455907,1.9809763229433612,136,164.76470588235293
v2,30,ALDAR,20022,-24712.10000000014,141739679.68,0,-1.2342473279392738,-6.973966585503916,-24305.67000000015,2473.7840065952346,-1851.0131654574689,22.085705723703924,0.7576290090014417,136,147.22058823529412
v2,30,ADNOCDRI,13032,9964.619999999506,90448613.6,0,0.7646270718231665,1.784804094917978,-6554.710000000097,-51.94190490605478,35547.12662016587,21.4548802946593,1.139148129947508,136,95.82352941176471
v2,30,ADNOCGAS,15544,289551.6000000013,381664202.49,0,18.62786927431815,12.24894130793492,-12148.380000000208,-8.416233317182302,6374848.012561589,23.713329902213072,2.8204840272632214,136,114.29411764705883
v2,30,ADNOCLS,9368,718.5900000002692,59152694.09,0,0.07670687446629688,0.22568315019509297,-6063.079999999851,-267.83819482174806,497.13036667031344,21.733561058923996,1.013625907202592,136,68.88235294117646
v2,30,EAND,15087,1245.5999999999387,116190065.82,0,0.08256114535692574,0.2924779127350656,-5125.720000000013,-101.0189159680087,2301.6679378505996,26.048916285543843,1.0163985007249088,135,111.75555555555556
v2,30,ADCB,23372,-56526.19999999888,223142559.0,0,-2.418543556392216,-4.5446184299367705,-64298.41999999922,-931.5533417942323,-11326.841802757264,23.408351874037308,0.7521850722289561,135,173.1259259259259
v2,30,ADIB,20246,-39730.74000000023,172655808.24,0,-1.9623994863182965,-5.977330527742061,-40952.74000000026,10144.349764676475,-725.711611147271,23.199644374197373,0.7165537068269453,136,148.86764705882354
v2,30,EMIRATES,19966,-43141.099999999016,219844814.55,0,-2.1607282380045585,-2.6071223112151856,-51295.399999999376,-629.0595146118873,-12707.529054314198,21.761995392166682,0.8402985470235002,136,146.80882352941177
v2,30,TALABAT,11871,273476.2309999983,161971745.37,0,23.03733729256156,9.200441526510922,-9805.11,-18.445389936435856,2747219.60854245,22.255917782832114,2.7117242916020943,136,87.28676470588235
v2,30,SPINNEYS,1552,11158.630000000074,6167454.57,0,7.189838917525821,5.123033361404679,-1019.2099999999837,-32.32754792626075,65896.8602861593,22.422680412371136,2.1501334226552875,132,11.757575757575758
v2,30,FAB,16244,-26789.219999999917,144730344.46,0,-1.6491763112533808,-4.510897216593926,-27203.619999999864,-6564.580115830831,-756.1618252448881,23.73183944841172,0.7762025663407739,136,119.44117647058823
v2,30,SALIK,29475,-13774.279999998193,259861121.07,0,-0.4673207803222457,-0.9532404769689982,-20394.04999999836,-883.0198564239387,-2890.414117253837,26.785411365564038,0.9467577790747916,136,216.72794117647058
v2,30,PARKIN,10907,8830.740000000093,45678358.9,0,0.8096396809388551,2.579518708024681,-4243.150000000055,-258.2688140627548,6335.585589025142,27.991198313009996,1.1741538120895938,136,80.19852941176471
v2,30,MULTIPLY,16475,171271.5400000024,289010338.39,0,10.39584461305022,7.063683449604802,-9059.380000000063,-8.357865100176149,3797095.1315886327,22.452200303490137,1.5709173850921518,136,121.13970588235294
v2,30,MODON,6669,2327.1899999999946,52094106.93,0,0.34895636527215396,0.4783190627316666,-4286.359999999993,-220.38860409993282,1956.610322063327,22.102264207527366,1.035518168863435,136,49.036764705882355
v2,60,EMAAR,21171,472096.79999999836,730310831.35,0,22.299220631996523,7.800663097174966,-24405.950000000244,-5.13206375160817,17045142.89647871,23.244060271125598,1.841543455506526,136,155.6691176470588
v2,60,ALDAR,18376,-27123.139999999978,128599406.22,0,-1.4760089246843697,-7.294842940522539,-26538.120000000043,2686.833179779479,-1870.5137080859288,20.924031345232912,0.7163811435114026,136,135.11764705882354
v2,60,ADNOCDRI,12040,4513.2299999999095,83319824.83,0,0.3748529900332151,0.8387742837384449,-7422.220000000049,-68.73170519398964,12167.237350330503,20.63953488372093,1.0650688203466385,136,88.52941176470588
v2,60,ADNOCGAS,14423,254790.4400000001,352533441.28,0,17.66556472301186,10.804140178595247,-10249.769999999786,-4.282744173289728,11023579.241353841,22.90785550856271,2.5856058021212154,136,106.05147058823529
v2,60,ADNOCLS,8731,1336.9100000000271,54806389.51,0,0.15312220822357428,0.43110169049954167,-4102.440000000102,-374.51182662196004,661.4518987502885,21.18886725461001,1.0269220856260781,136,64.19852941176471
v2,60,EAND,14095,-170.25999999992882,108434060.5,0,-0.012079460801697682,-0.04029063481976444,-5249.0800000000945,-125.1443584571837,-253.9616412475083,25.491308974813766,0.9976782251595675,135,104.4074074074074
v2,60,ADCB,21614,-51320.579999999725,202700247.98,0,-2.3744138058665554,-4.681690311759235,-58122.719999999834,-944.4153413189771,-10143.674272191154,22.65198482465069,0.7595140089303848,135,160.1037037037037
v2,60,ADIB,19003,-34163.91999999966,159153794.8,0,-1.7978171867599675,-5.3110883727923,-36594.13999999973,17480.72035922552,-362.1345849413922,23.780455717518286,0.7370113110142391,136,139.72794117647058
